id,카테고리,활동,시설명,섬,주소,전화번호,홈페이지,출처,검색링크
366,해상,유람선,두무진 유람선,백령도,인천광역시 옹진군 백령면 연화리 1026-9,032-899-3510,https://www.heritage.go.kr/heri/cul/culSelectDetail.do?culPageNo=1&region=1&searchCondition=%EC%98%B9%EC%A7%84+%EB%B0%B1%EB%A0%B9%EB%8F%84+%EB%91%90%EB%AC%B4%EC%A7%84&searchCondition2=&ccbaKdcd=15&ccbaAsno=00080000&ccbaCtcd=23&ccbaCpno=1352300080000&ccbaCndt=&ccbaLcto=&stCcbaAsdt=&endCcbaAsdt=&header=view&returnUrl=%2Fheri%2Fcul%2FculSelectViewList.do&pageNo=1_1_1_0&p=multiSch&sortType=&sortOrd=&sngl=Y&s_kdcdArr=00&s_ctcdArr=00&ccbaPcd1Arr=99&ccbaGcodeArr=00,관광공사(옹진 백령도 두무진),https://search.naver.com/search.naver?query=%EB%B0%B1%EB%A0%B9%EB%8F%84%20%EB%91%90%EB%AC%B4%EC%A7%84%20%EC%9C%A0%EB%9E%8C%EC%84%A0%20%EC%A0%84%ED%99%94%EB%B2%88%ED%98%B8
369,해상,해수욕장,사곶해변,백령도,인천광역시 옹진군 백령면 사곶로 139,032-899-3510,https://itour.incheon.go.kr/ssst/ssst/detail.do?pgListMode=S&cotId=ITD21121613180311354,관광공사(사곶해변),https://search.naver.com/search.naver?query=%EB%B0%B1%EB%A0%B9%EB%8F%84%20%EC%82%AC%EA%B3%B6%ED%95%B4%EB%B3%80%20%EC%A0%84%ED%99%94%EB%B2%88%ED%98%B8
370,해상,해안 산책,콩돌해변,백령도,인천광역시 옹진군 백령면,032-899-3403,https://itour.incheon.go.kr/ssst/ssst/detail.do?pgListMode=S&cotId=ITD21121611055225067,관광공사(백령도 콩돌해변),https://search.naver.com/search.naver?query=%EB%B0%B1%EB%A0%B9%EB%8F%84%20%EC%BD%A9%EB%8F%8C%ED%95%B4%EB%B3%80%20%EC%A0%84%ED%99%94%EB%B2%88%ED%98%B8
372,해상,해수욕장,민머루해변,석모도,인천광역시 강화군 삼산면 어류정길212번길,032-930-3567,http://minmeoru-beach.co.kr,관광공사(민머루해변),https://search.naver.com/search.naver?query=%EC%84%9D%EB%AA%A8%EB%8F%84%20%EB%AF%BC%EB%A8%B8%EB%A3%A8%ED%95%B4%EB%B3%80%20%EC%A0%84%ED%99%94%EB%B2%88%ED%98%B8
380,해상,해수욕장,소야도 떼뿌리해변,소야도,인천광역시 옹진군 덕적면 소야리,032-899-2253,,관할 덕적면(관광공사 안내번호),https://search.naver.com/search.naver?query=%EC%86%8C%EC%95%BC%EB%8F%84%20%EC%86%8C%EC%95%BC%EB%8F%84%20%EB%96%BC%EB%BF%8C%EB%A6%AC%ED%95%B4%EB%B3%80%20%EC%A0%84%ED%99%94%EB%B2%88%ED%98%B8
381,해상,해수욕장,이일레해수욕장,승봉도,인천광역시 옹진군 자월면 승봉로116번길,032-899-2114,,관할 자월면(관광공사 안내번호),https://search.naver.com/search.naver?query=%EC%8A%B9%EB%B4%89%EB%8F%84%20%EC%9D%B4%EC%9D%BC%EB%A0%88%ED%95%B4%EC%88%98%EC%9A%95%EC%9E%A5%20%EC%A0%84%ED%99%94%EB%B2%88%ED%98%B8
384,해상,해수욕장,수기해변,신도·시도·모도,인천광역시 옹진군 북도면 시도로86번길 291-49,032-899-2114,http://www.ongjin.go.kr/open_content/tour/,관광공사(수기해변),https://search.naver.com/search.naver?query=%EC%8B%A0%EB%8F%84%C2%B7%EC%8B%9C%EB%8F%84%C2%B7%EB%AA%A8%EB%8F%84%20%EC%88%98%EA%B8%B0%ED%95%B4%EB%B3%80%20%EC%A0%84%ED%99%94%EB%B2%88%ED%98%B8
389,해상,해안 산책,거잠포해변,영종도,인천광역시 영종구 잠진도길 11,032-760-7497,https://itour.incheon.go.kr/ssst/ssst/detail.do?pgListMode=S&cotId=APD21112609173130718,관광공사(거잠포해변),https://search.naver.com/search.naver?query=%EC%98%81%EC%A2%85%EB%8F%84%20%EA%B1%B0%EC%9E%A0%ED%8F%AC%ED%95%B4%EB%B3%80%20%EC%A0%84%ED%99%94%EB%B2%88%ED%98%B8
391,해상,해안 산책,마시안해변,영종도,인천광역시 영종구 덕교동,032-760-7497,,관할 영종구(관광공사 안내번호),https://search.naver.com/search.naver?query=%EC%98%81%EC%A2%85%EB%8F%84%20%EB%A7%88%EC%8B%9C%EC%95%88%ED%95%B4%EB%B3%80%20%EC%A0%84%ED%99%94%EB%B2%88%ED%98%B8
405,해상,요트,왕산마리나,영종도,인천광역시 영종구 왕산마리나길 143,032-202-9960,http://www.wangsanmarina.co.kr/,관광공사(왕산마리나),https://search.naver.com/search.naver?query=%EC%98%81%EC%A2%85%EB%8F%84%20%EC%99%95%EC%82%B0%EB%A7%88%EB%A6%AC%EB%82%98%20%EC%A0%84%ED%99%94%EB%B2%88%ED%98%B8
406,해상,패들보트,을왕리 수상레저,영종도,인천광역시 영종구 을왕동,,,,https://search.naver.com/search.naver?query=%EC%98%81%EC%A2%85%EB%8F%84%20%EC%9D%84%EC%99%95%EB%A6%AC%20%EC%88%98%EC%83%81%EB%A0%88%EC%A0%80%20%EC%A0%84%ED%99%94%EB%B2%88%ED%98%B8
432,해상,해수욕장,큰말해변,자월도,인천광역시 옹진군 자월면 자월리,032-899-2114,,관할 자월면(관광공사 안내번호),https://search.naver.com/search.naver?query=%EC%9E%90%EC%9B%94%EB%8F%84%20%ED%81%B0%EB%A7%90%ED%95%B4%EB%B3%80%20%EC%A0%84%ED%99%94%EB%B2%88%ED%98%B8
433,해상,해수욕장,옹암해변,장봉도,인천광역시 옹진군 북도면 장봉로 227,032-899-3414,https://itour.incheon.go.kr/ssst/ssst/detail.do?cotId=ITD21122413192444549,관광공사(장봉도 옹암해변),https://search.naver.com/search.naver?query=%EC%9E%A5%EB%B4%89%EB%8F%84%20%EC%98%B9%EC%95%94%ED%95%B4%EB%B3%80%20%EC%A0%84%ED%99%94%EB%B2%88%ED%98%B8
434,해상,갯벌체험,장봉도 갯벌체험장,장봉도,인천광역시 옹진군 북도면 장봉리,032-899-3414,,관할 북도면(관광공사 안내번호),https://search.naver.com/search.naver?query=%EC%9E%A5%EB%B4%89%EB%8F%84%20%EC%9E%A5%EB%B4%89%EB%8F%84%20%EA%B0%AF%EB%B2%8C%EC%B2%B4%ED%97%98%EC%9E%A5%20%EC%A0%84%ED%99%94%EB%B2%88%ED%98%B8
